country|country_code|sector|subsector|btype|bage|topic|feature|type|detail|estimated|value|unit|source
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|WINDOWS|construction methodology|single glazing||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|ROOF|construction material|concrete||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|ROOF|construction material|flat roof||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|FLOOR|construction material|concrete||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|89.10168307386718|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||1|25.068742368867824|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||1|12.683126308037409|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|113.3729815431886|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|3.712680744829325|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|37.07404651102415|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|1.093513276302074|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.0055266549426406|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|1.628212043292654|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1945 - 1969|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.0008184975970050729|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Area|Constructed area [Mm²]||0|5.386899851509653|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Area|Heated area [Mm²]||0|4.46401405708629|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Area|Cooled area [Mm²]||0|0.09860300000000001|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.1807924866640345|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Area|Number of buildings [Mil.]||0|0.04|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.11715353135829436|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.0309155152195499|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.03272344008619024|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Occupancy|Occupied [Mil.]||0|0.15|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Occupancy|Vacant [Mil.]||1|0.02133351342635607|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.009458973237678431|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Construction features (U-values)|Walls||1|0.94|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Construction features (U-values)|Windows||0|3.95|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Construction features (U-values)|Roof||0|1.5|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|BUILDING|Construction features (U-values)|Floor||1|0.315|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|WALLS|construction material|brick||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|WALLS|construction methodology|cavity wall||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|WINDOWS|construction material|wood||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|WINDOWS|construction methodology|single glazing||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|ROOF|construction material|concrete||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|ROOF|construction material|flat roof||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|FLOOR|construction material|concrete||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|49.25308337349759|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||1|31.83730280846214|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||1|12.683126308037409|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|62.66962328443833|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|4.715104545933244|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|37.07404651102415|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|0.30023918775958114|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.003139253568822793|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|0.4794722549391329|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1970 - 1979|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.0004649234535426557|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Area|Constructed area [Mm²]||0|4.784688995215311|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Area|Heated area [Mm²]||0|3.9249751196172245|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Area|Cooled area [Mm²]||0|0.08758|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.16058138172303213|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Area|Number of buildings [Mil.]||0|0.03|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.10405673535652482|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.027459416274638496|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.029065230091868816|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Occupancy|Occupied [Mil.]||0|0.14|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Occupancy|Vacant [Mil.]||1|0.01894860304331779|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.0016327786797143244|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Construction features (U-values)|Walls||1|0.61|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Construction features (U-values)|Windows||1|3.52|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Construction features (U-values)|Roof||1|0.4|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|BUILDING|Construction features (U-values)|Floor||1|0.275|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|WALLS|construction material|brick||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|WALLS|construction methodology|cavity wall||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|WINDOWS|construction material|wood||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|WINDOWS|construction methodology|single glazing||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|ROOF|construction material|concrete||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|ROOF|construction material|flat roof||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|FLOOR|construction material|concrete||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|44.86313463803367|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||1|33.42916794888525|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||1|12.683126308037409|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|57.08385251343404|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|4.950859773229906|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|37.07404651102415|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|0.24882150211331225|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.0029277265289633704|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|0.40144048319652564|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1980 - 1989|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.0004335962989394752|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Area|Constructed area [Mm²]||0|3.299785513941594|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Area|Heated area [Mm²]||0|2.595838013529121|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Area|Cooled area [Mm²]||0|0.0604|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.11074578049864285|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Area|Number of buildings [Mil.]||0|0.02|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.07176326576312057|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.01893752846526793|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.020044986270254354|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Occupancy|Occupied [Mil.]||0|0.09|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Occupancy|Vacant [Mil.]||1|0.013068002098839855|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.007677778399802999|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Construction features (U-values)|Walls||1|0.445|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Construction features (U-values)|Windows||1|3.1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Construction features (U-values)|Roof||1|0.325|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|BUILDING|Construction features (U-values)|Floor||1|0.2525|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|WALLS|construction material|brick||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|WALLS|construction methodology|cavity wall||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|WINDOWS|construction material|wood||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|WINDOWS|construction methodology|single glazing||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|ROOF|construction material|concrete||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|ROOF|construction material|flat roof||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|FLOOR|construction material|concrete||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|40.47318590256975|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||1|35.43491802581837|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||1|12.683126308037409|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|51.498081742429754|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|5.247911359623701|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|37.07404651102415|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|0.1589634309572749|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.00214026904875943|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|0.2560170798311035|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|1990 - 1999|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.00031697384612127153|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Area|Constructed area [Mm²]||0|10.410823296485729|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Area|Heated area [Mm²]||0|8.960927932684378|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Area|Cooled area [Mm²]||0|0.190562|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.3494029374732182|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Area|Number of buildings [Mil.]||0|0.08|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.2264131034826454|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.05974790230792032|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.06324193168265249|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Occupancy|Occupied [Mil.]||0|0.3|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Occupancy|Vacant [Mil.]||1|0.041229546621839745|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.008173390851378477|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Construction features (U-values)|Walls||1|0.3625|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Construction features (U-values)|Windows||0|1.85|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Construction features (U-values)|Roof||0|0.25|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|BUILDING|Construction features (U-values)|Floor||0|0.23|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|WALLS|construction material|brick||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|WALLS|construction methodology|cavity wall||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|WALLS|construction methodology||insulation|0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|WINDOWS|construction material|wood||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|WINDOWS|construction methodology|double glazing||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|ROOF|construction material|concrete||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|ROOF|construction material|flat roof||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|FLOOR|construction material|concrete||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|31.693288431641925|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||1|38.9784098284002|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||1|12.683126308037409|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|40.326540200421185|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|5.772702495586071|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|37.07404651102415|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|0.42809306042570966|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.0074278037337196|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|0.7473345676224393|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|2000 - 2010|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.0011000577329638727|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Area|Constructed area [Mm²]||0|6.441321564098334|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Area|Heated area [Mm²]||0|5.4078269320244186|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Area|Cooled area [Mm²]||0|0.120649|Mm²|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.216180470229022|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Area|Number of buildings [Mil.]||0|0.05|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.14008494470840627|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.03696686040916276|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.039128665111452986|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Occupancy|Occupied [Mil.]||0|0.15|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Occupancy|Vacant [Mil.]||1|0.025509295487024596|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.04067117474199742|1e6 dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Construction features (U-values)|Walls||1|0.28|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Construction features (U-values)|Windows||1|1.85|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Construction features (U-values)|Roof||1|0.16|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|BUILDING|Construction features (U-values)|Floor||1|0.21|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|WALLS|construction material|brick||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|WALLS|construction methodology|cavity wall||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|WALLS|construction methodology||insulation|0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|WINDOWS|construction material|wood||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|WINDOWS|construction methodology|double glazing||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|ROOF|construction material|concrete||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|ROOF|construction material|flat roof||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|FLOOR|construction material|concrete||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|23.662894403354272|kWh/m²/year|
