country|country_code|sector|subsector|btype|bage|topic|feature|type|detail|estimated|value|unit|source
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|BUILDING|Area|Heated area [Mm²]||0|0.05|Mm²|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|BUILDING|Area|Cooled area [Mm²]||0|0.004287|Mm²|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|BUILDING|Area|Number of dwellings/units [Mil.]||1|5.747126436781609e-05|1e6 dimensionless|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|BUILDING|Area|Number of buildings [Mil.]||0|5.747126436781609e-05|1e6 dimensionless|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|2.7488505747126438e-05|1e6 dimensionless|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|2.9982758620689652e-05|1e6 dimensionless|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|BUILDING|Occupancy|Occupied [Mil.]||1|4.793103448275862e-05|1e6 dimensionless|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|BUILDING|Occupancy|Vacant [Mil.]||1|9.54022988505747e-06|1e6 dimensionless|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|BUILDING|Construction features (U-values)|Walls||1|0.4|dimensionless|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|BUILDING|Construction features (U-values)|Windows||1|1.2|dimensionless|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|BUILDING|Construction features (U-values)|Roof||1|0.5|dimensionless|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|BUILDING|Construction features (U-values)|Floor||1|0.5|dimensionless|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|79.06599110093649|kWh/m²/year|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||1|58.19534745559088|kWh/m²/year|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|7.283531409168082|kWh/m²/year|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|79.38225506534023|kWh/m²/year|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|19.20446466034499|kWh/m²/year|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|7.283531409168082|kWh/m²/year|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|0.004317476125505228|TWh/year|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.0002494834545421181|TWh/year|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|0.004333289323725416|TWh/year|
Luxembourg|lu|Service sector|Hotels and Restaurants|Hotels and Restaurants|Post 2010|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|8.232953999889897e-05|TWh/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings||BUILDING|Area|Number of dwellings/units [Mil.]||0|0.001|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings||BUILDING|Area|Number of buildings [Mil.]||0|0.001|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings||BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.00039999999999999996|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings||BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.0006|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Area|Constructed area [Mm²]||1|0.31|Mm²|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Area|Heated area [Mm²]||0|0.31|Mm²|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Area|Cooled area [Mm²]||0|0.041441|Mm²|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Area|Number of dwellings/units [Mil.]||1|0.00034831460674157307|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Area|Number of buildings [Mil.]||0|0.00034831460674157307|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.00013932584269662923|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.00020898876404494383|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Occupancy|Occupied [Mil.]||1|0.00029049438202247195|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Occupancy|Vacant [Mil.]||1|5.7820224719101134e-05|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Construction features (U-values)|Walls||1|1.5|dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Construction features (U-values)|Windows||1|4.5|dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Construction features (U-values)|Roof||1|1.5|dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|BUILDING|Construction features (U-values)|Floor||1|1.5|dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|280.5903905824791|kWh/m²/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|74.04269425606891|kWh/m²/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|5.3626000485083685|kWh/m²/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|281.712752144809|kWh/m²/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|24.434089104502743|kWh/m²/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|5.3626000485083685|kWh/m²/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|0.08864542709560609|TWh/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.003068403292665752|TWh/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|0.004793359179928375|TWh/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|Before 1945|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.001012573086579698|TWh/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Area|Constructed area [Mm²]||0|0.07|Mm²|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Area|Heated area [Mm²]||0|0.07|Mm²|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Area|Cooled area [Mm²]||0|0.007145|Mm²|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Area|Number of dwellings/units [Mil.]||1|7.865168539325844e-05|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Area|Number of buildings [Mil.]||0|7.865168539325844e-05|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|3.146067415730338e-05|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|4.719101123595506e-05|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Occupancy|Occupied [Mil.]||1|6.559550561797754e-05|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Occupancy|Vacant [Mil.]||1|1.3056179775280901e-05|1e6 dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Construction features (U-values)|Walls||1|1.6|dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Construction features (U-values)|Windows||1|3.9|dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Construction features (U-values)|Roof||1|1.2|dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|BUILDING|Construction features (U-values)|Floor||1|1.2|dimensionless|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|256.59939064420024|kWh/m²/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||1|77.8000847108545|kWh/m²/year|
Luxembourg|lu|Service sector|Other non-residential buildings|Other non-residential buildings|1945 - 1969|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|5.3626000485083685|kWh/m²/year|
