,year,case,rep,zones_controlled,onoffseed,tempseed,comforttemp,setbacktemp,cost,cumulative_emissions,comfort_violation (%),mean_comfort_violation,std_comfort_violation,building_cost,sensing_cost,control_names,retrofit_name,installation_cost,name
6939,2023,3,0,1,15,30,21,15,363.2589151337291,0.8363017787168637,42.6179604261796,1.1434336198213448,2.526733670749779,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
6940,2023,5,0,0,15,42,20,13,1546.9006577791695,1.026829386326212,36.92922374429224,2.2780872353139143,5.393736428355698,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
6941,2023,14,0,1,15,42,19,15,106.2924440875129,0.07203990901885671,16.310882800608827,0.3613484380095913,1.3735083135836614,,60,One Zone Controlled,,,
6942,2023,10,0,4,15,15,18,13,1092.7731301658202,0.7176954004103813,27.33257229832573,0.4358194950682421,1.6074565629694648,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
6943,2023,10,0,9,15,30,18,13,769.7311513746804,0.49832343841075877,36.48782343987824,0.0094866534049106,0.0347516461934779,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
6944,2022,3,0,4,10,10,21,13,604.2481334478948,0.8818092811716022,29.27701674277017,0.8244680533640298,2.459692918292665,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
6945,2023,0,0,0,5,10,19,13,1309.0705574804551,4.572054956947245,0.0,0.0,0.0,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
6946,2022,3,0,1,5,15,19,15,807.8562334788423,1.315587097283737,0.976027397260274,0.0061702429526469,0.1122786310054102,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
6947,2023,0,0,0,15,10,20,17,1103.0510177434176,3.8231284418367832,22.25266362252664,1.2527451279990025,3.092577032143043,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
6948,2022,5,0,4,15,42,20,15,2273.9752518203345,1.1590995586652864,49.05821917808219,1.4020798232422975,3.33882478843882,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
6949,2023,2,0,1,10,10,18,13,800.7391719423549,2.789135603287919,13.706240487062404,0.3237877358965084,1.414306605412848,16000.0,60,One Zone Controlled,Fabric - Shallow,16060.0,Fabric - Shallow One Zone Controlled
6950,2023,14,0,9,5,42,21,13,72.10254195308576,0.04564911650846334,37.88051750380518,2.129468269033891,4.545103913915333,,520,Full Control,,,
6951,2022,5,0,4,15,42,18,17,2441.9615923557863,1.248065107084289,27.52092846270928,0.2553960052260223,0.6968843572342748,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
6952,2022,1,0,9,5,10,19,13,983.7579953821404,1.9948856703461635,42.81202435312024,0.0526813622605301,0.1629748715636403,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
6953,2023,0,0,0,10,10,19,15,1085.8442682159941,3.782726088187797,15.745814307458142,0.7760458830818621,2.41947179642893,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
6954,2023,2,0,0,10,42,21,15,705.4181285693239,2.41550785843708,61.89117199391172,2.988561566258917,4.539804035036039,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
6955,2022,14,0,0,5,15,21,13,426.56294623139445,0.20671638400211315,3.3238203957382044,0.0621892762695003,0.5676457804268144,,0,Manual Control,,,
6956,2023,0,0,4,5,10,20,15,1029.7122200825577,3.56117843343916,26.97869101978691,0.0156272603761538,0.0516204695262527,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
6957,2022,3,0,1,15,42,21,15,555.1170921184898,0.747920048851168,46.8455098934551,1.9610453959020024,3.351019508662029,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
6958,2022,3,0,1,5,15,18,17,808.3087078416353,1.314792968257489,0.3177321156773211,0.0006385143270186,0.02503475145308,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
6959,2022,10,0,0,15,10,21,17,2233.59872044419,1.1392867542236957,26.086377473363772,1.8720843246050385,4.281496421039635,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
6960,2022,0,0,1,5,30,19,15,1796.7795942184382,3.758167389495234,3.710045662100456,0.0019465657912875,0.0128821747923915,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
6961,2023,3,0,1,15,10,18,15,387.1477294812326,0.926260207267323,3.5749619482496198,0.0504482327311977,0.4215720863511957,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
6962,2022,10,0,1,15,30,20,15,1798.9852403860434,0.910268675801848,28.498858447488583,1.7643139934638774,4.306238069655791,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
6963,2023,10,0,9,10,30,21,17,1311.0501603831226,0.8477030671392026,49.31697108066971,0.0158502756366968,0.0408698756248518,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
6964,2022,4,0,4,15,15,19,13,473.89030319703784,0.6166815956482685,20.32724505327245,0.6319098518416156,2.2502278863286835,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
6965,2022,3,0,0,10,10,21,13,697.7174831677606,1.074663690338618,19.16476407914764,0.4747314847865031,1.7099333400529677,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
6966,2022,0,0,1,5,10,18,17,2051.1153343872124,4.298216267633067,0.4889649923896499,0.0001150655188588,0.0018292442581899,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
6967,2023,1,0,1,10,10,21,13,959.3824647827008,3.347691493024898,28.476027397260275,1.6733716303549555,4.375631650573583,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
6968,2022,5,0,1,10,30,18,13,2523.946229304386,1.2848243763403706,17.089041095890412,0.6440148767555801,2.2474856135376675,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
6969,2022,3,0,9,10,15,19,13,469.05180117117095,0.5637340169830108,23.272450532724505,0.4751445613000989,1.669862406767704,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
6970,2022,10,0,0,15,42,20,15,1761.424897384067,0.8938240700520225,34.590943683409435,2.1174245756840566,4.917284852034925,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
6971,2022,4,0,0,10,15,21,13,622.9048840151376,0.9542327714509614,19.57952815829528,0.6893663895428928,2.478371366482164,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
6972,2023,5,0,4,5,10,21,15,2091.872204672078,1.3448027631276143,30.785768645357685,0.0241546855135475,0.0805446363854762,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
6973,2022,0,0,0,15,15,21,13,1852.5830368567886,3.915977205813974,24.056316590563164,1.9328110067095563,4.979094957832596,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
6974,2023,1,0,4,5,10,20,17,1056.638705031061,3.649860654374272,23.65677321156773,0.0053299405565705,0.0187358837489645,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
6975,2023,5,0,9,5,42,21,15,1653.4292286447715,1.0589815994521015,51.78082191780822,0.0459505109567628,0.1219888657259936,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
6976,2022,2,0,0,15,15,19,13,1521.5757377338157,3.2218500581694407,13.361872146118722,0.5134524139699355,2.067778957731982,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
6977,2022,3,0,9,10,10,21,17,583.9044041069766,0.8118411039129874,31.832191780821915,0.7525210048959932,1.8236515324350688,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
6978,2022,1,0,4,10,10,19,13,1301.5193871486767,2.7069282607221448,34.50342465753425,0.6715899847438483,2.1594267987983544,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
6979,2023,3,0,0,15,30,21,13,376.6097534122213,0.8791149925254874,43.3523592085236,1.0942438531310412,2.349538608754163,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
6980,2022,0,0,4,5,10,19,13,1580.1687478406932,3.29808015696638,23.15829528158295,0.0153475432653288,0.060648543179396,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
6981,2022,2,0,4,15,15,18,15,1201.1896246749252,2.477952268617022,25.643074581430746,0.2645499678657809,1.0664592500405483,16000.0,240,Partial Control,Fabric - Shallow,16240.0,Fabric - Shallow Partial Control
6982,2022,10,0,9,15,42,19,15,1343.3023400394013,0.6573431598049188,39.38356164383562,0.008367437675022,0.0285122309155701,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
6983,2023,0,0,9,10,30,19,17,849.526790532914,2.8647228807368483,35.728691019786915,0.000809440764681,0.0034508955226229,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
6984,2022,3,0,0,15,15,20,15,740.1691486855344,1.1834256792851952,7.224124809741247,0.1827133616225295,1.2269890131929777,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
6985,2022,0,0,1,15,42,19,13,1261.8242741563508,2.61453318979142,26.02168949771689,1.6314456379242244,4.271022230459537,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
6986,2023,3,0,4,10,10,20,17,373.839344626172,0.8715929585401824,22.08333333333333,0.2946589962048862,0.97458694724985,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
6987,2023,4,0,0,10,15,19,17,393.8401817027628,0.9684449224176253,6.086377473363775,0.0928972919761052,0.538424962264807,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
6988,2023,0,0,4,15,15,21,13,907.871759094644,3.169456475955726,43.81468797564688,1.5310617305744865,3.812475739004278,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
6989,2023,10,0,1,10,42,18,17,1368.0043185552977,0.8879540731474846,16.630517503805176,0.2898163956230082,0.8143204494774361,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
6990,2022,2,0,4,5,42,21,13,1158.7084017218938,2.4179364771066627,56.63432267884323,1.0708587906250338,1.3555133102268997,16000.0,240,Partial Control,Fabric - Shallow,16240.0,Fabric - Shallow Partial Control
6991,2023,10,0,9,15,10,21,15,1120.1388126650324,0.7182259914441061,52.30403348554034,0.0448517059304992,0.1119291088023857,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
6992,2023,5,0,9,15,15,20,17,1729.5957419557753,1.1288659284898863,40.0,0.0027196553257567,0.0105756266723623,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
6993,2023,4,0,1,5,42,19,13,322.44379919620854,0.6905593974634471,6.303272450532725,0.0715040299218114,0.4401813232880229,71000.0,60,One Zone Controlled,Fabric - Passivhaus,71060.0,Fabric - Passivhaus One Zone Controlled
6994,2022,14,0,4,10,30,18,17,204.77634340913974,0.10333777407960824,6.562024353120243,0.0446058122290664,0.2788516330857649,,240,Partial Control,,,
6995,2022,0,0,9,5,42,19,17,1406.022225313542,2.8643270544358628,34.442541856925416,0.000642657374796,0.0029858977817669,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
6996,2022,3,0,4,15,10,21,17,623.014359226129,0.9057465831816336,29.878234398782343,0.7707233276826528,2.0237185166438487,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
6997,2023,4,0,0,5,15,21,13,463.0918543885977,1.1941052668036447,3.1697108066971085,0.0340558664750807,0.293356392025764,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
6998,2023,5,0,0,10,10,21,17,2349.5283427790864,1.4720732562157208,22.69786910197869,1.4037816286822171,3.548952570314906,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
6999,2023,14,0,1,15,30,21,15,118.94792078791689,0.07924014954120454,36.969178082191775,1.3377475969750383,3.0901006493704566,,60,One Zone Controlled,,,
7000,2022,1,0,0,5,42,20,15,1627.1645204270355,3.397296382708104,15.070395738203956,0.0022646947019133,0.013851340474178,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
7001,2022,1,0,4,15,10,18,13,1231.9751623640218,2.5467374380745813,30.01141552511416,0.558171274674381,1.8950402792849808,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
7002,2022,14,0,4,15,10,19,15,167.9735224016883,0.08444811204134896,18.881278538812783,0.4632588536010871,1.558616497603529,,240,Partial Control,,,
7003,2023,1,0,4,15,30,18,13,694.283364464099,2.3713014185311407,31.31088280060883,0.6748284529329446,2.0858923998197003,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
7004,2023,0,0,9,5,42,18,13,561.5661884915917,1.8695547949679265,37.62937595129376,0.017212287678914,0.0584673070854036,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
7005,2023,4,0,4,10,15,18,15,297.8005033771759,0.6291879152004471,12.009132420091325,0.2131697233363441,0.8750042521793613,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
7006,2022,0,0,1,5,42,20,15,1624.2141673115011,3.378259146854047,28.45319634703196,0.0075801317696229,0.0327831017315563,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
7007,2023,14,0,0,15,15,20,17,180.1560185118675,0.11739283969794523,11.834094368340944,0.2801477997597533,1.1670290974981008,,0,Manual Control,,,
7008,2023,14,0,4,5,42,18,15,117.85398928391196,0.07822714033995293,7.423896499238965,0.0845280986095449,0.4292798012555101,,240,Partial Control,,,
7009,2023,3,0,4,5,42,18,13,323.3662844012998,0.6908653184347195,9.516742770167427,0.067053728847205,0.3932079548031327,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
7010,2022,14,0,4,15,30,18,15,158.31910231173558,0.07975976276253491,12.631278538812785,0.2084000306148647,0.9100675424567656,,240,Partial Control,,,
7011,2023,5,0,1,5,15,19,15,2631.5524783643377,1.691299036581598,2.8424657534246576,0.0009994146805518,0.0092673406543383,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
7012,2023,1,0,1,10,15,20,17,1135.5431085371104,3.958352409398895,20.561263318112637,0.7941730354141164,2.255030854481949,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
7013,2023,1,0,4,5,10,19,15,963.3368711243398,3.3259704046832606,22.67884322678843,0.0088314268635806,0.0323520953096766,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
7014,2023,5,0,4,15,15,19,17,1938.008545018824,1.2867514059922145,27.48097412480974,0.4200498323522875,1.208516784912823,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
7015,2022,4,0,9,10,30,18,13,380.49813117703457,0.37916478827443423,23.224885844748854,0.6157776833275684,1.9317541081175111,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
7016,2023,14,0,9,10,10,18,17,105.39066703297073,0.07469513716932367,10.3234398782344,0.0681890659416549,0.3501276141800857,,520,Full Control,,,
7017,2023,5,0,1,15,15,19,15,1981.6325440867815,1.3304836314332333,19.70129375951294,0.7955484100061477,2.49302768508704,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
7018,2023,0,0,4,15,15,19,15,917.3766741788712,3.1662712224894447,32.09284627092846,0.6890419982559294,2.0379943187924483,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
7019,2022,5,0,0,5,42,18,13,2930.661033251768,1.4736498141164147,0.0057077625570776,4.977620048755488e-06,0.0008183869522719,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
7020,2022,0,0,4,15,15,19,15,1522.174370505764,3.144590312701556,31.78272450532725,0.6759405239485201,2.047906977120977,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
7021,2023,5,0,4,10,10,18,13,1681.8550929305845,1.0645621490041643,28.146879756468795,0.4248825738452405,1.5396909992576977,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
7022,2023,10,0,9,10,10,19,15,990.0636087676015,0.6434131510559942,40.136986301369866,0.0070855885718477,0.024254388301317,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
7023,2022,10,0,0,10,15,19,17,2679.2975877147687,1.3618728707381154,13.904109589041097,0.4154579790526951,1.364097658159641,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
7024,2022,0,0,0,15,30,18,17,1684.9772674718013,3.487701269050538,16.276636225266362,0.3277192414970779,0.942501219045912,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
7025,2022,5,0,4,5,42,21,13,2526.2235012454807,1.2733598350919089,56.76940639269407,0.9299051944151132,1.163008452801793,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
7026,2023,3,0,9,10,30,18,17,298.198781415788,0.595170579620495,15.854261796042618,0.0507802101416013,0.235278159756004,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
7027,2023,14,0,9,10,42,21,15,88.57806976659998,0.05780989485854539,37.58561643835616,1.9241848262677448,3.973876199202673,,520,Full Control,,,
7028,2022,3,0,1,15,30,18,13,584.4597563847615,0.824023379304115,4.737442922374429,0.1041833576395246,0.877252370963823,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
7029,2023,10,0,1,5,42,19,15,1430.2040720706534,0.9146853438195884,4.707001522070016,0.0014661878295876,0.0099621653516144,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
7030,2023,3,0,9,15,30,21,15,331.4945938846743,0.7331638989744667,33.61491628614916,1.030915865267307,2.609579439514065,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
7031,2022,2,0,9,5,15,18,17,1045.742116371555,2.110820586967925,34.85159817351598,0.0017741298445365,0.0051625585738711,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
7032,2022,10,0,4,10,10,19,17,1995.6299158917984,0.997341089270803,27.47907153729072,0.3703723404237287,1.1091557116721704,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
7033,2023,1,0,0,10,10,20,17,1089.9821301166048,3.7849734872508103,18.51978691019787,0.9188747998620798,2.5062963725052723,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
7034,2022,1,0,1,5,42,18,17,1613.1071447689317,3.350868341176857,0.8751902587519025,5.485716049265587e-05,0.0008633259121347,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
7035,2023,4,0,0,15,10,21,15,350.20615307352693,0.807755138799706,25.441400304414003,0.8988718859371781,2.621999262696751,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
7036,2022,5,0,9,15,15,18,17,2246.34803673128,1.1422510165545856,35.12176560121766,0.0014650691252115,0.004504893905507,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
7037,2022,5,0,9,15,15,19,13,1817.9174971891107,0.9146441741038585,41.16628614916287,0.0237194713861633,0.0748505841087085,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
7038,2022,2,0,9,15,10,20,15,1003.5094188934552,2.049717122347977,46.72945205479452,0.0831890358324485,0.2572801257366565,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
7039,2022,4,0,9,10,42,21,13,444.4142488955892,0.5503211655863727,35.279680365296805,2.138067122110546,4.67468783222546,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
7040,2022,10,0,1,15,10,20,15,1937.7715711569879,0.98605963213368,26.571537290715376,1.4987395064322089,3.892674527475637,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
7041,2022,14,0,9,5,30,21,17,204.2636317180415,0.1021808223252685,37.31925418569254,1.4631514767496667,2.906912724927431,,520,Full Control,,,
7042,2023,5,0,4,10,15,18,15,1911.9813854334463,1.2157918529133624,24.121004566210047,0.2916611684702773,1.0882674139903064,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
7043,2022,1,0,0,15,10,19,15,1633.0961925097542,3.4299639411542024,18.356164383561644,0.9494809762427256,2.847647192118296,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
7044,2022,10,0,9,15,30,18,17,1492.9419774641472,0.755047330368769,35.648782343987826,0.0015049767487132,0.0046052971969101,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
7045,2022,2,0,1,5,15,21,15,1784.3084330420138,3.763265056150488,6.348934550989345,0.0147326103728418,0.0939268623068869,16000.0,60,One Zone Controlled,Fabric - Shallow,16060.0,Fabric - Shallow One Zone Controlled
7046,2022,0,0,0,5,15,21,17,2405.811740267749,5.075814859782124,0.0,0.0,0.0,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
7047,2023,1,0,0,15,15,18,17,1138.0372268855117,3.980264666596113,12.028158295281582,0.2005762947626469,0.7054722051538272,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
7048,2022,3,0,1,5,10,20,17,743.3490936748656,1.16145921100691,2.3972602739726026,0.0161602185862724,0.1938925922291211,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
7049,2022,4,0,1,15,42,20,13,465.0130335294985,0.5724137891624611,37.33257229832572,1.1613597580710195,2.961588331419,71000.0,60,One Zone Controlled,Fabric - Passivhaus,71060.0,Fabric - Passivhaus One Zone Controlled
7050,2023,3,0,1,10,30,18,17,372.24962762955414,0.8601458975990913,3.023211567732116,0.0280995036281675,0.22606933444199,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
7051,2022,2,0,1,10,10,21,15,1369.9544106799763,2.87179484190432,26.92732115677321,1.3633785254148314,3.63703523726133,16000.0,60,One Zone Controlled,Fabric - Shallow,16060.0,Fabric - Shallow One Zone Controlled
7052,2022,10,0,1,5,42,20,17,2124.516545005276,1.059105524002917,25.71537290715373,0.0022536802190214,0.0072360251683047,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
7053,2022,4,0,4,10,15,19,13,492.6828121321598,0.6591832952866209,17.63508371385084,0.5168312330657033,1.9443303285289235,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
7054,2022,1,0,1,15,10,18,17,1683.336114935921,3.4992092151146763,15.268264840182647,0.2675354824565182,0.8163000653946382,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
7055,2022,14,0,9,10,15,20,13,127.88709749491329,0.06294074500092091,30.462328767123285,1.3782687092138777,3.352963769988016,,520,Full Control,,,
7056,2022,2,0,4,5,30,21,13,1252.5085783596764,2.6255083720285493,49.30936073059361,0.120281102356045,0.4722395571321729,16000.0,240,Partial Control,Fabric - Shallow,16240.0,Fabric - Shallow Partial Control
7057,2023,4,0,4,5,42,21,17,312.9966502999185,0.6605194456908141,41.20433789954338,1.419157514155292,2.5597105357437453,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
7058,2022,3,0,0,15,10,21,15,680.2003967667777,1.0390922142045955,21.38888888888889,0.5996380594263664,2.0651703693485395,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
7059,2023,10,0,4,5,10,19,17,1555.3683352421735,1.002915711391062,14.79261796042618,0.0004437059976556,0.0027444332508213,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
7060,2023,0,0,1,5,42,21,15,997.8001025615528,3.4255598136806396,61.63622526636225,1.480278712317257,1.6017518405987137,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
7061,2023,10,0,1,15,42,21,17,1313.8990264264844,0.8661725519268878,62.21270928462709,3.0416819492273346,4.424211721547535,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
7062,2023,4,0,4,5,15,21,15,360.6021370867259,0.8463478229769499,24.948630136986303,0.6639982353493353,1.999511966753808,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
7063,2023,5,0,1,15,10,19,13,1766.5509065347744,1.180378882735862,21.752283105022837,1.0670223258365528,3.2025492638361888,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
7064,2022,2,0,4,10,10,21,13,1179.0443555626669,2.4757513495484718,43.51978691019787,1.166482679650327,3.047688788035149,16000.0,240,Partial Control,Fabric - Shallow,16240.0,Fabric - Shallow Partial Control
7065,2022,2,0,9,10,10,19,15,938.328438499092,1.8898271729460951,42.43150684931507,0.0347154738479955,0.1098746020348765,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
7066,2022,0,0,1,5,42,19,15,1616.2548670613085,3.358343466857462,4.309360730593608,0.0022229955213959,0.0139628226732376,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
7067,2023,4,0,4,10,10,19,15,292.0178499398275,0.6002063582426679,19.59094368340944,0.4634583104306525,1.5457713864882647,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
7068,2022,3,0,1,5,15,21,17,818.659350691499,1.3367252304029638,3.544520547945205,0.032506272774047,0.3181377693579773,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
7069,2023,4,0,0,15,30,21,17,329.3903148365032,0.722074721147084,36.73135464231355,1.164312610516312,2.632528229965644,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
7070,2022,14,0,9,10,15,20,15,151.06246270075272,0.07522497324867047,31.46118721461188,1.223978459888801,2.8106539954748184,,520,Full Control,,,
7071,2023,3,0,9,15,15,19,13,279.03635121011206,0.5456633114669555,23.56735159817352,0.4734394993763953,1.6027650613253874,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
7072,2023,0,0,9,15,30,20,15,764.3504305065494,2.5908900881679897,47.720700152207,0.0350253088436911,0.0925487643206113,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
7073,2023,14,0,4,10,10,18,17,130.01957179928777,0.0883759847179235,7.068112633181127,0.0493862733793996,0.2764124600968822,,240,Partial Control,,,
7074,2023,3,0,9,5,30,18,15,266.9310898788762,0.4959109510814837,18.059360730593607,0.181359794767545,0.6784661718437567,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
7075,2023,14,0,0,10,15,21,15,206.3714283914928,0.13091389946858853,17.939497716894977,0.5316126520180594,1.833562562386169,,0,Manual Control,,,
